player-name,WK,role,format,matches,innings,not-outs,Runs scored,Highest Score,Average,BF,Strike-rate,100s,50s,4s,6s,Catches,Stumpings,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10w
Narayan Jagadeesan,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Narayan Jagadeesan,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Narayan Jagadeesan,0,bat,fc,23,34,4,1174,183,39.13,2129,55.14,4,4,119,17,57,3,23,1,6,2,0,-,-,-,2.00,-,0,0,0
Narayan Jagadeesan,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Narayan Jagadeesan,0,bat,t20,35,30,10,702,78*,35.10,560,125.35,0,4,64,24,11,2,35,-,-,-,-,-,-,-,-,-,-,-,-
Narayan Jagadeesan,0,bat,list-a,28,28,0,1007,133,35.96,1177,85.55,2,5,102,17,12,3,28,-,-,-,-,-,-,-,-,-,-,-,-
C Hari Nishaanth,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C Hari Nishaanth,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C Hari Nishaanth,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C Hari Nishaanth,0,bat,fc,1,2,0,45,23,22.50,109,41.28,0,0,6,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-
C Hari Nishaanth,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C Hari Nishaanth,0,bat,t20,19,18,3,393,92*,26.20,327,120.18,0,2,44,13,4,0,19,2,11,18,0,-,-,-,9.81,-,0,0,0
C Hari Nishaanth,0,bat,list-a,6,6,0,120,73,20.00,156,76.92,0,1,13,1,3,0,6,-,-,-,-,-,-,-,-,-,-,-,-
Ruturaj Gaikwad,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruturaj Gaikwad,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruturaj Gaikwad,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruturaj Gaikwad,0,bat,fc,21,36,1,1349,129,38.54,2653,50.84,4,6,161,15,14,0,21,1,1,1,0,-,-,-,6.00,-,0,0,0
Ruturaj Gaikwad,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruturaj Gaikwad,0,bat,t20,46,46,5,1337,82*,32.60,1025,130.43,0,11,132,43,22,0,46,-,-,-,-,-,-,-,-,-,-,-,-
Ruturaj Gaikwad,0,bat,list-a,59,58,2,2681,187*,47.87,2747,97.59,7,16,282,63,16,0,59,-,-,-,-,-,-,-,-,-,-,-,-
KM Asif,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KM Asif,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KM Asif,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KM Asif,0,bowl,fc,3,5,2,8,7*,2.66,31,25.80,0,0,0,1,2,0,3,6,300,164,2,2/23,2/58,82.00,3.28,150.00,0,0,0
KM Asif,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KM Asif,0,bowl,t20,15,3,3,1,1*,-,3,33.33,0,0,0,0,3,0,15,15,282,376,17,3/25,3/25,22.11,8.00,16.50,0,0,0
KM Asif,0,bowl,list-a,8,6,2,6,2*,1.50,21,28.57,0,0,0,0,3,0,8,8,396,387,17,4/34,4/34,22.76,5.86,23.20,1,0,0
Harishankar Reddy,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harishankar Reddy,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harishankar Reddy,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harishankar Reddy,0,bowl,fc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harishankar Reddy,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harishankar Reddy,0,bowl,t20,13,6,4,19,16*,9.50,14,135.71,0,0,2,1,2,0,13,13,263,366,19,4/12,4/12,19.26,8.34,13.80,1,0,0
Harishankar Reddy,0,bowl,list-a,5,3,1,15,15*,7.50,9,166.66,0,0,2,1,0,0,5,5,242,203,8,4/30,4/30,25.37,5.03,30.20,1,0,0
Ravindra Jadeja,0,all,test,51,73,19,1954,100*,36.18,3127,62.48,1,15,187,50,38,0,51,97,13137,5351,220,7/48,10/154,24.32,2.44,59.70,9,9,1
Ravindra Jadeja,0,all,t20i,50,24,10,217,44*,15.50,193,112.43,0,0,12,6,21,0,50,49,973,1152,39,3/48,3/48,29.53,7.10,24.90,0,0,0
Ravindra Jadeja,0,all,odi,168,113,39,2411,87,32.58,2769,87.07,0,13,178,49,60,0,168,164,8557,7024,188,5/36,5/36,37.36,4.92,45.50,7,1,0
Ravindra Jadeja,0,all,fc,104,151,27,5884,331,47.45,9696,60.68,10,30,615,107,89,0,104,187,25105,10341,430,7/31,13/126,24.04,2.47,58.30,19,27,7
Ravindra Jadeja,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravindra Jadeja,0,all,t20,259,182,72,2717,62*,24.70,2119,128.22,0,2,197,98,101,0,259,229,4120,5234,170,5/16,5/16,30.78,7.62,24.20,3,1,0
Ravindra Jadeja,0,all,list-a,221,157,51,3460,134,32.64,3927,88.10,2,18,254,76,82,0,221,212,10932,8715,249,5/36,5/36,35.00,4.78,43.90,10,1,0
MS Dhoni,1,bat,test,90,144,16,4876,224,38.09,8249,59.11,6,33,544,78,256,38,90,7,96,67,0,-,-,-,4.18,-,0,0,0
MS Dhoni,1,bat,t20i,98,85,42,1617,56,37.60,1282,126.13,0,2,116,52,57,34,98,-,-,-,-,-,-,-,-,-,-,-,-
MS Dhoni,1,bat,odi,350,297,84,10773,183*,50.57,12303,87.56,10,73,826,229,321,123,350,2,36,31,1,1/14,1/14,31.00,5.16,36.00,0,0,0
MS Dhoni,1,bat,fc,131,210,19,7038,224,36.84,,,9,47,,,364,57,131,,126,87,0,-,-,-,4.14,-,0,0,0
MS Dhoni,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MS Dhoni,1,bat,t20,338,299,122,6858,84*,38.74,5084,134.89,0,27,471,303,190,84,338,1,12,25,0,-,-,-,12.50,-,0,0,0
MS Dhoni,1,bat,list-a,423,364,99,13353,183*,50.38,,,17,87,,,402,141,423,,63,53,2,1/14,1/14,26.50,5.04,31.50,0,0,0
Josh Hazlewood,0,bowl,test,55,68,31,445,39,12.02,984,45.22,0,0,62,2,19,0,55,103,11887,5438,212,6/67,9/115,25.65,2.74,56.00,7,9,0
Josh Hazlewood,0,bowl,t20i,9,-,-,-,-,-,-,-,-,-,-,-,2,0,9,9,216,331,9,4/30,4/30,36.77,9.19,24.00,1,0,0
Josh Hazlewood,0,bowl,odi,54,18,15,53,11*,17.66,80,66.25,0,0,6,0,16,0,54,53,2885,2304,88,6/52,6/52,26.18,4.79,32.70,1,3,0
Josh Hazlewood,0,bowl,fc,96,113,43,793,43*,11.32,1792,44.25,0,0,113,4,35,0,96,177,19111,8755,357,6/35,9/115,24.52,2.74,53.50,13,11,0
Josh Hazlewood,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Josh Hazlewood,0,bowl,t20,40,6,4,23,12*,11.50,26,88.46,0,0,3,0,6,0,40,40,911,1139,44,4/30,4/30,25.88,7.50,20.70,1,0,0
Josh Hazlewood,0,bowl,list-a,106,39,23,160,30,10.00,264,60.60,0,0,11,2,29,0,106,104,5723,4570,167,7/36,7/36,27.36,4.79,34.20,2,4,0
Karn Sharma,0,bowl,test,1,2,1,8,4*,8.00,28,28.57,0,0,0,0,0,0,1,2,294,238,4,2/95,4/238,59.50,4.85,73.50,0,0,0
Karn Sharma,0,bowl,t20i,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,24,28,1,1/28,1/28,28.00,7.00,24.00,0,0,0
Karn Sharma,0,bowl,odi,2,-,-,-,-,-,-,-,-,-,-,-,3,0,2,2,114,125,0,-,-,-,6.57,-,0,0,0
Karn Sharma,0,bowl,fc,74,107,12,2376,120,25.01,4867,48.81,2,15,291,44,25,0,74,114,10474,5591,196,8/97,10/133,28.52,3.20,53.40,9,10,1
Karn Sharma,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Karn Sharma,0,bowl,t20,140,96,26,1367,67,19.52,1076,127.04,0,2,96,62,39,0,140,129,2423,3016,117,5/24,5/24,25.77,7.46,20.70,2,1,0
Karn Sharma,0,bowl,list-a,94,74,16,1419,109*,24.46,1505,94.28,1,5,90,60,35,0,94,88,4465,3474,111,5/13,5/13,31.29,4.66,40.20,0,2,0
Cheteshwar Pujara,0,bat,test,85,142,8,6244,206*,46.59,13904,44.90,18,29,736,14,57,0,85,1,6,2,0,-,-,-,2.00,-,0,0,0
Cheteshwar Pujara,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cheteshwar Pujara,0,bat,odi,5,5,0,51,27,10.19,130,39.23,0,0,4,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-,-
Cheteshwar Pujara,0,bat,fc,212,347,37,16229,352,52.35,,,50,65,,,139,0,212,21,251,157,6,2/4,2/4,26.16,3.75,41.80,0,0,0
Cheteshwar Pujara,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Cheteshwar Pujara,0,bat,t20,64,56,10,1356,100*,29.47,1240,109.35,1,7,158,20,32,0,64,-,-,-,-,-,-,-,-,-,-,-,-
Cheteshwar Pujara,0,bat,list-a,103,101,19,4445,158*,54.20,,,11,29,,,39,0,103,1,6,8,0,-,-,-,8.00,-,0,0,0
Ambati Rayudu,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ambati Rayudu,0,bat,t20i,6,5,1,42,20,10.50,50,84.00,0,0,5,0,4,0,6,-,-,-,-,-,-,-,-,-,-,-,-
Ambati Rayudu,0,bat,odi,55,50,14,1694,124*,47.05,2143,79.04,3,10,145,30,17,0,55,9,121,124,3,1/5,1/5,41.33,6.14,40.30,0,0,0
Ambati Rayudu,0,bat,fc,97,156,21,6151,210,45.56,,,16,34,,,74,0,97,,798,518,10,4/43,,51.80,3.89,79.80,1,0,0
Ambati Rayudu,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ambati Rayudu,0,bat,t20,247,233,35,5368,100*,27.11,4304,124.72,1,28,443,195,92,3,247,-,-,-,-,-,-,-,-,-,-,-,-
Ambati Rayudu,0,bat,list-a,167,157,26,5336,124*,40.73,,,5,39,,,67,0,167,,421,406,13,4/45,4/45,31.23,5.78,32.30,1,0,0
Suresh Raina,0,bat,test,18,31,2,768,120,26.48,1445,53.14,1,7,100,4,23,0,18,22,1041,603,13,2/1,2/1,46.38,3.47,80.00,0,0,0
Suresh Raina,0,bat,t20i,78,66,11,1605,101,29.18,1190,134.87,1,5,145,58,42,0,78,27,349,442,13,2/6,2/6,34.00,7.59,26.80,0,0,0
Suresh Raina,0,bat,odi,226,194,35,5615,116*,35.31,6005,93.50,5,36,476,120,102,0,226,101,2126,1811,36,3/34,3/34,50.30,5.11,59.00,0,0,0
Suresh Raina,0,bat,fc,109,174,11,6871,204*,42.15,10931,62.85,14,45,,,118,0,109,,3457,1721,41,3/31,,41.97,2.98,84.30,0,0,0
Suresh Raina,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Suresh Raina,0,bat,t20,331,314,49,8617,126*,32.51,6265,137.54,4,53,775,324,167,0,331,120,1563,1872,54,4/26,4/26,34.66,7.18,28.90,1,0,0
Suresh Raina,0,bat,list-a,302,269,41,8078,129,35.42,8556,94.41,7,55,,,138,0,302,,3395,2838,64,4/23,4/23,44.34,5.01,53.00,2,0,0
Robin Uthappa,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robin Uthappa,0,bat,t20i,13,12,2,249,50,24.90,211,118.00,0,1,26,6,2,0,13,-,-,-,-,-,-,-,-,-,-,-,-
Robin Uthappa,0,bat,odi,46,42,6,934,86,25.94,1031,90.59,0,6,107,19,19,2,46,1,2,0,0,-,-,-,,-,0,0,0
Robin Uthappa,0,bat,fc,142,238,6,9446,162,40.71,,,22,52,,,134,2,142,,754,485,12,3/26,5/67,40.41,3.85,62.80,0,0,0
Robin Uthappa,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Robin Uthappa,0,bat,t20,273,265,23,6861,92,28.35,5163,132.88,0,38,687,244,126,39,273,1,6,11,0,-,-,-,11.00,-,0,0,0
Robin Uthappa,0,bat,list-a,203,197,12,6534,169,35.31,6914,94.50,16,33,,,110,9,203,,284,286,5,2/19,2/19,57.20,6.04,56.80,0,0,0
Imran Tahir,0,bowl,test,20,23,9,130,29*,9.28,235,55.31,0,0,18,1,8,0,20,37,3925,2294,57,5/32,8/130,40.24,3.50,68.80,1,2,0
Imran Tahir,0,bowl,t20i,38,4,3,19,9*,19.00,18,105.55,0,0,1,1,7,0,38,38,845,948,63,5/23,5/23,15.04,6.73,13.40,2,2,0
Imran Tahir,0,bowl,odi,107,36,16,157,29,7.85,225,69.77,0,0,21,1,25,0,107,104,5541,4297,173,7/45,7/45,24.83,4.65,32.00,7,3,0
Imran Tahir,0,bowl,fc,194,246,62,2617,77*,14.22,,,0,4,,,82,0,194,,38291,20882,784,8/42,,26.63,3.27,48.80,,53,11
Imran Tahir,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Imran Tahir,0,bowl,t20,308,61,35,269,23,10.34,247,108.90,0,0,18,10,68,0,308,294,6611,7658,386,5/23,5/23,19.83,6.95,17.10,10,2,0
Imran Tahir,0,bowl,list-a,239,79,27,494,41*,9.50,,,0,0,,,57,0,239,,11434,8860,369,7/45,7/45,24.01,4.64,30.90,15,7,0
Krishnappa Gowtham,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Krishnappa Gowtham,0,all,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Krishnappa Gowtham,0,all,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Krishnappa Gowtham,0,all,fc,42,55,3,1045,149,20.09,1323,78.98,1,4,97,41,11,0,42,74,8621,3982,166,8/60,14/170,23.98,2.77,51.90,5,12,2
Krishnappa Gowtham,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Krishnappa Gowtham,0,all,t20,62,49,11,594,60,15.63,373,159.24,0,2,53,31,19,0,62,62,1146,1452,41,4/19,4/19,35.41,7.60,27.90,1,0,0
Krishnappa Gowtham,0,all,list-a,47,33,7,558,57*,21.46,395,141.26,0,1,42,36,10,0,47,46,2494,1970,70,5/28,5/28,28.14,4.73,35.60,4,2,0
Deepak Chahar,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deepak Chahar,0,bowl,t20i,13,4,4,1,1*,-,1,100.00,0,0,0,0,0,0,13,13,287,362,18,6/7,6/7,20.11,7.56,15.90,0,1,0
Deepak Chahar,0,bowl,odi,3,2,1,18,12,18.00,22,81.81,0,0,1,0,0,0,3,3,126,129,2,1/37,1/37,64.50,6.14,63.00,0,0,0
Deepak Chahar,0,bowl,fc,45,63,10,965,57*,18.20,1738,55.52,0,2,124,32,17,0,45,75,7812,4423,126,8/10,12/64,35.10,3.39,62.00,7,4,1
Deepak Chahar,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Deepak Chahar,0,bowl,t20,103,41,18,265,55*,11.52,212,125.00,0,1,12,19,19,0,103,103,2207,2741,120,6/7,6/7,22.84,7.45,18.30,3,2,0
Deepak Chahar,0,bowl,list-a,46,32,4,386,63*,13.78,483,79.91,0,1,23,22,9,0,46,46,1933,1674,58,5/27,5/27,28.86,5.19,33.30,0,1,0
Faf du Plessis,0,bat,test,69,118,14,4163,199,40.02,8986,46.32,10,21,516,21,63,0,69,5,78,69,0,-,-,-,5.30,-,0,0,0
Faf du Plessis,0,bat,t20i,50,50,7,1528,119,35.53,1137,134.38,1,10,140,50,24,0,50,2,8,3,0,-,-,-,2.25,-,0,0,0
Faf du Plessis,0,bat,odi,143,136,20,5507,185,47.47,6215,88.60,12,35,495,66,81,0,143,11,192,189,2,1/8,1/8,94.50,5.90,96.00,0,0,0
Faf du Plessis,0,bat,fc,150,250,26,8798,199,39.27,,,18,52,,,141,0,150,,2558,1477,41,4/39,,36.02,3.46,62.30,3,0,0
Faf du Plessis,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Faf du Plessis,0,bat,t20,246,230,27,6250,119,30.78,4848,128.91,1,41,551,191,130,0,246,52,790,917,50,5/19,5/19,18.34,6.96,15.80,1,2,0
Faf du Plessis,0,bat,list-a,262,244,42,9483,185,46.94,10599,89.47,21,57,,,147,0,262,,2238,2030,54,4/47,4/47,37.59,5.44,41.40,1,0,0
Shardul Thakur,0,bowl,test,2,3,1,73,67,36.50,130,56.15,0,1,9,2,2,0,2,3,268,164,7,4/61,7/155,23.42,3.67,38.20,1,0,0
Shardul Thakur,0,bowl,t20i,22,5,3,69,22*,34.50,35,197.14,0,0,5,4,4,0,22,21,455,691,31,4/27,4/27,22.29,9.11,14.60,1,0,0
Shardul Thakur,0,bowl,odi,15,8,3,107,30,21.40,74,144.59,0,0,9,6,4,0,15,15,723,818,22,4/52,4/52,37.18,6.78,32.80,2,0,0
Shardul Thakur,0,bowl,fc,63,85,6,1301,87,16.46,2043,63.68,0,7,167,24,18,0,63,111,11405,6037,213,6/31,9/123,28.34,3.17,53.50,11,12,0
Shardul Thakur,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shardul Thakur,0,bowl,t20,113,31,12,179,22*,9.42,155,115.48,0,0,12,6,32,0,113,111,2332,3353,129,4/27,4/27,25.99,8.62,18.00,1,0,0
Shardul Thakur,0,bowl,list-a,74,43,12,516,92,16.64,445,115.95,0,1,43,24,20,0,74,74,3509,3368,120,4/19,4/19,28.06,5.75,29.20,7,0,0
Mitchell Santner,0,all,test,23,31,1,766,126,25.53,1797,42.62,1,2,90,18,16,0,23,38,3899,1803,41,3/53,5/173,43.97,2.77,95.00,0,0,0
Mitchell Santner,0,all,t20i,52,37,15,335,37,15.22,264,126.89,0,0,24,11,24,0,52,51,1046,1287,60,4/11,4/11,21.45,7.38,17.40,2,0,0
Mitchell Santner,0,all,odi,75,57,23,927,67,27.26,1047,88.53,0,2,64,27,30,0,75,70,3385,2742,75,5/50,5/50,36.56,4.86,45.10,0,1,0
Mitchell Santner,0,all,fc,53,80,5,2152,126,28.69,4479,48.04,3,12,275,35,45,0,53,82,7913,3913,84,4/111,5/75,46.58,2.96,94.20,1,0,0
Mitchell Santner,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mitchell Santner,0,all,t20,106,83,30,1127,45*,21.26,884,127.48,0,0,75,49,41,0,106,103,2154,2568,105,4/11,4/11,24.45,7.15,20.50,2,0,0
Mitchell Santner,0,all,list-a,99,79,24,1554,86,28.25,1768,87.89,0,6,130,38,44,0,99,92,4515,3546,105,5/50,5/50,33.77,4.71,43.00,1,1,0
Dwayne Bravo,0,all,test,40,71,1,2200,113,31.42,4527,48.59,3,13,269,21,41,0,40,61,6466,3426,86,6/55,6/84,39.83,3.17,75.10,6,2,0
Dwayne Bravo,0,all,t20i,74,63,13,1157,66*,23.14,1010,114.55,0,4,67,50,37,0,74,64,1223,1682,62,4/28,4/28,27.12,8.25,19.70,2,0,0
Dwayne Bravo,0,all,odi,164,141,24,2968,112*,25.36,3606,82.30,2,10,240,58,73,0,164,150,6511,5874,199,6/43,6/43,29.51,5.41,32.70,6,1,0
Dwayne Bravo,0,all,fc,100,180,7,5302,197,30.64,,,8,30,,,89,0,100,,11025,5918,177,6/11,,33.43,3.22,62.20,9,7,0
Dwayne Bravo,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dwayne Bravo,0,all,t20,478,376,108,6357,70*,23.72,5015,126.75,0,20,413,303,232,0,478,458,9325,12778,518,5/23,5/23,24.66,8.22,18.00,9,2,0
Dwayne Bravo,0,all,list-a,227,198,30,4046,112*,24.08,,,2,13,,,105,0,227,,8609,7494,271,6/43,6/43,27.65,5.22,31.70,8,2,0
Lungi Ngidi,0,bowl,test,8,13,7,42,14*,7.00,87,48.27,0,0,8,0,4,0,8,15,1183,640,24,6/39,7/90,26.66,3.24,49.20,1,1,0
Lungi Ngidi,0,bowl,t20i,16,4,1,7,4,2.33,15,46.66,0,0,0,0,2,0,16,16,320,477,28,4/19,4/19,17.03,8.94,11.40,1,0,0
Lungi Ngidi,0,bowl,odi,28,9,6,47,19*,15.66,66,71.21,0,0,4,2,8,0,28,28,1344,1271,54,6/58,6/58,23.53,5.67,24.80,2,1,0
Lungi Ngidi,0,bowl,fc,21,27,14,95,15,7.30,226,42.03,0,0,13,1,9,0,21,37,2798,1527,62,6/37,9/82,24.62,3.27,45.10,2,4,0
Lungi Ngidi,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lungi Ngidi,0,bowl,t20,78,8,4,14,4,3.50,24,58.33,0,0,0,0,16,0,78,76,1510,1978,109,4/10,4/10,18.14,7.85,13.80,3,0,0
Lungi Ngidi,0,bowl,list-a,52,19,12,90,19*,12.85,120,75.00,0,0,9,2,12,0,52,51,2364,2182,81,6/58,6/58,26.93,5.53,29.10,3,1,0
Sam Curran,0,all,test,21,33,4,741,78,25.55,1157,64.04,0,3,86,20,4,0,21,37,2647,1431,44,4/58,5/92,32.52,3.24,60.10,2,0,0
Sam Curran,0,all,t20i,13,8,3,66,24,13.20,44,150.00,0,0,4,5,0,0,13,13,222,318,11,3/28,3/28,28.90,8.59,20.10,0,0,0
Sam Curran,0,all,odi,8,6,1,132,95*,26.40,155,85.16,0,1,11,4,1,0,8,8,300,307,7,3/35,3/35,43.85,6.14,42.80,0,0,0
Sam Curran,0,all,fc,71,109,13,2658,96,27.68,4405,60.34,0,18,358,43,18,0,71,122,10286,5763,197,7/58,10/101,29.25,3.36,52.20,7,7,1
Sam Curran,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sam Curran,0,all,t20,98,74,18,1107,55*,19.76,827,133.85,0,5,97,49,26,0,98,96,1839,2634,90,4/11,4/11,29.26,8.59,20.40,2,0,0
Sam Curran,0,all,list-a,57,38,6,712,95*,22.25,835,85.26,0,2,67,10,21,0,57,54,2520,2346,73,4/32,4/32,32.13,5.58,34.50,1,0,0
Prithvi Shaw,0,bat,test,5,9,1,339,134,42.37,394,86.04,1,2,48,2,2,0,5,-,-,-,-,-,-,-,-,-,-,-,-
Prithvi Shaw,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prithvi Shaw,0,bat,odi,3,3,0,84,40,28.00,82,102.43,0,0,12,2,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-
Prithvi Shaw,0,bat,fc,25,46,2,2263,202,51.43,2795,80.96,9,10,314,22,15,0,25,4,36,44,0,-,-,-,7.33,-,0,0,0
Prithvi Shaw,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Prithvi Shaw,0,bat,t20,59,59,0,1508,99,25.55,1004,150.19,0,13,169,66,13,0,59,-,-,-,-,-,-,-,-,-,-,-,-
Prithvi Shaw,0,bat,list-a,41,41,3,2211,227*,58.18,1769,124.98,8,8,297,57,10,0,41,-,-,-,-,-,-,-,-,-,-,-,-
Manimaran Siddharth,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manimaran Siddharth,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manimaran Siddharth,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manimaran Siddharth,0,bowl,fc,4,6,1,26,20,5.20,73,35.61,0,0,2,0,3,0,4,6,595,243,10,4/32,4/44,24.30,2.45,59.50,1,0,0
Manimaran Siddharth,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Manimaran Siddharth,0,bowl,t20,6,1,1,1,1*,-,2,50.00,0,0,0,0,4,0,6,6,132,109,16,4/16,4/16,6.81,4.95,8.20,3,0,0
Manimaran Siddharth,0,bowl,list-a,2,-,-,-,-,-,-,-,-,-,-,-,1,0,2,2,102,77,3,3/33,3/33,25.66,4.52,34.00,0,0,0
Ripal Patel,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ripal Patel,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ripal Patel,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ripal Patel,0,bat,fc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ripal Patel,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
